"","Tickers","Names"
"1949","ENTX","(ENTERA BIO LTD. ORDINARY SHARES)"
"1950","ENTXW","(ENTERA BIO LTD. WARRANT)"
"1951","ENV","(Envestnet)"
"1952","ENVA","(Enova International)"
"1953","ENVB","(ENVERIC BIOSCIENCES INC. COMMON STOCK)"
"1954","ENVX","(Enovix Corporation Common Stock)"
"1955","ENX","(EATON VANCE NEW YORK MUNICIPAL BOND FUND COMMON SHARES OF BENEFICIAL INTEREST $.01 PAR VALUE)"
"1956","ENZ","(Enzo Biochem)"
"1957","EOCW","(ELLIOTT OPPORTUNITY II CORP. CLASS A ORDINARY SHARES)"
"1958","EOD","(ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"1959","EOG","(EOG Resources)"
"1960","EOI","(EATON VANCE ENHANCE EQUITY INCOME FUND EATON VANCE ENHANCED EQUITY INCOME FUND SHARES OF BENEFICIAL INTEREST)"
"1961","EOLS","(Evolus)"
"1962","EOS","(EATON VANCE ENHANCE EQUITY INCOME FUND II COMMON STOCK)"
"1963","EOSE","(EOS ENERGY ENTERPRISES INC. CLASS A COMMON STOCK)"
"1964","EOSEW","(EOS ENERGY ENTERPRISES INC. WARRANT)"
"1965","EOT","(EATON VANCE MUNICIPAL INCOME TRUST EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST)"
"1966","EP.C","(EL PASO CORPORATION PREFERRED STOCK)"
"1967","EPAC","(Enerpac Tool Group)"
"1968","EPAM","(EPAM Systems)"
"1969","EPC","(Edgewell Personal Care Co)"
"1970","EPD","(Enterprise Products Partners L.P.)"
"1971","EPIX","(ESSA Pharma Inc. Common Stock)"
"1972","EPM","(Evolution Petroleum)"
"1973","EPR","(EPR Properties)"
"1974","EPR.E","(EPR PROPERTIES SERIES E CUMULATIVE CONV PFD SHS SER E)"
"1975","EPRT","(Essential Properties Realty Trust)"
"1976","EPSN","(EPSILON ENERGY LTD. COMMON SHARE)"
"1977","EPWR","(EMPOWERMENT & INCLUSION CAPITAL I CORP. CLASS A COMMON STOCK)"
"1978","EPZM","(Epizyme)"
"1979","EQ","(EQUILLIUM)"
"1980","EQBK","(Equity Bancshares)"
"1981","EQC","(Equity Commonwealth)"
"1982","EQH","(Equitable Holdings)"
"1983","EQH.A","(EQUITABLE HOLDINGS INC. DEPOSITARY SHARES)"
"1984","EQH.C","(EQUITABLE HOLDINGS INC. DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF FIXED RATE NONCUMULATIVE PERPETUAL PREFERRED STOCK SERIES C)"
"1985","EQIX","(Equinix)"
"1986","EQNR","(EQUINOR ASA)"
"1987","EQOS","(EQONEX LIMITED ORDINARY SHARES)"
"1988","EQR","(Equity Residential)"
"1989","EQRX","(EQRX INC. COMMON STOCK)"
"1990","EQRXW","(EQRX INC. WARRANT)"
"1991","EQS","(EQUUS TOTAL RETURN INC. COMMON STOCK)"
"1992","EQT","(EQT CORPORATION)"
"1993","EQX","(Equinox Gold)"
"1994","ERAS","(Erasca)"
"1995","ERC","(ALLSPRING MULTI-SECTOR INCOME FUND COMMON STOCK)"
"1996","ERF","(Enerplus Corporation)"
"1997","ERH","(ALLSPRING UTILITIES AND HIGH INCOME FUND COMMON SHARES)"
"1998","ERIC","(Telefonaktiebolaget LM Ericsson (publ))"
"1999","ERIE","(Erie Indemnity)"
"2000","ERII","(Energy Recovery)"
"2001","ERJ","(EMBRAER S.A. COMMON STOCK)"
"2002","ERO","(ERO COPPER CORP. COMMON SHARES)"
"2003","ERYP","(ERYTECH PHARMA S.A. AMERICAN DEPOSITARY SHARES)"
"2004","ES","(Eversource Energy)"
"2005","ESAB","(ESAB CORPORATION COMMON STOCK)"
"2006","ESCA","(Escalade)"
"2007","ESE","(Esco Technologies)"
"2008","ESEA","(EUROSEAS LTD. COMMON STOCK (MARSHALL ISLANDS))"
"2009","ESGR","(Enstar)"
"2010","ESGRO","(ENSTAR GROUP LIMITED DEPOSITORY SHARES 7.00% PERPETUAL NON-CUMULATIVE PREFERENCE SHARES SERIES E)"
"2011","ESGRP","(ENSTAR GROUP LIMITED DEPOSITARY SHARES EACH REPRESENTING 1/1000TH OF AN INTEREST IN PREFERENCE SHARES)"
"2012","ESI","(Element Solutions Inc)"
"2013","ESLT","(Elbit Systems Ltd)"
"2014","ESNT","(Essent Group Ltd.)"
"2015","ESOA","(ENERGY SERVICES OF AMERICA CORPORATION COMMON STOCK)"
"2016","ESP","(ESPEY MFG. & ELECTRONICS CORP. COMMON STOCK)"
"2017","ESQ","(Esquire Financial)"
"2018","ESRT","(Empire State Realty Trust)"
"2019","ESS","(Essex Property Trust)"
"2020","ESSA","(Essa Bancorp)"
"2021","ESTA","(Establishment Labs Holdings Inc.)"
"2022","ESTC","(Elastic N.V.)"
"2023","ESTE","(Earthstone Energy)"
"2024","ET","(Energy Transfer LP)"
"2025","ETB","(EATON VANCE TAX-MANAGED BUY-WRITE INCOME FUND EATON VANCE TAX-MANAGED BUY-WRITE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2026","ETD","(Ethan Allen Interiors Inc)"
"2027","ETG","(EATON VANCE TAX-ADVANTAGED GLOBAL DIVIDEND INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2028","ETJ","(EATON VANCE RISK-MANAGED DIVERSIFIED EQUITY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2029","ETN","(Eaton Corporation)"
"2030","ETNB","(89bio)"
"2031","ETO","(EATON VANCE TAX-ADVANTAGE GLOBAL DIVIDEND OPP COMMON STOCK)"
"2032","ETON","(Eton Pharmaceutcials)"
"2033","ETR","(Entergy)"
"2034","ETRN","(Equitrans Midstream Corp)"
"2035","ETSY","(Etsy)"
"2036","ETTX","(ENTASIS THERAPEUTICS HOLDINGS INC. COMMON STOCK)"
"2037","ETV","(EATON VANCE CORPORATION EATON VANCE TAX-MANAGED BUY-WRITE OPPORTUNITIES FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2038","ETW","(EATON VANCE CORPORATION EATON VANCE TAX-MANAGED GLOBAL BUY-WRITE OPPORTUNITES FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2039","ETX","(EATON VANCE MUNICIPAL INCOME 2028 TERM TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"2040","ETY","(EATON VANCE TAX-MANAGED DIVERSIFIED EQUITY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2041","EURN","(Euronav NV)"
"2042","EVAX","(Evaxion Biotech)"
"2043","EVBG","(Everbridge)"
"2044","EVBN","(Evans Bancorp)"
"2045","EVC","(Entravision Communication)"
"2046","EVCM","(EverCommerce)"
"2047","EVER","(Everquote)"
"2048","EVEX","(EVE HOLDING INC. COMMON STOCK)"
"2049","EVF","(EATON VANCE SENIOR INCOME TRUST COMMON STOCK)"
"2050","EVFM","(Evofem Biosciences)"
"2051","EVG","(EATON VANCE SHORT DIVERSIFIED INCOME FUND EATON VANCE SHORT DURATION DIVERSIFIED INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2052","EVGN","(EVOGENE LTD ORDINARY SHARES)"
"2053","EVGO","(EVgo Inc. Class A Common Stock)"
"2054","EVGOW","(EVGO INC. WARRANTS)"
"2055","EVGR","(EVERGREEN CORPORATION CLASS A ORDINARY SHARE)"
"2056","EVH","(Evolent Health)"
"2057","EVI","(Evi Industries)"
"2058","EVK","(EVER-GLORY INTERNATIONAL GROUP INC. COMMON STOCK)"
"2059","EVLO","(Evelo Biosciences)"
"2060","EVLVW","(EVOLV TECHNOLOGIES HOLDINGS INC. WARRANT)"
"2061","EVM","(EATON VANCE CALIFORNIA MUNICIPAL BOND FUND COMMON SHARES OF BENEFICIAL INTEREST $.01 PAR VALUE)"
"2062","EVN","(EATON VANCE MUNICIPAL INCOME TRUST COMMON STOCK)"
"2063","EVO","(EVOTEC SE AMERICAN DEPOSITARY SHARES)"
"2064","EVOK","(EVOKE PHARMA INC. COMMON STOCK)"
"2065","EVOP","(Evo Payments)"
"2066","EVR","(Evercore)"
"2067","EVRG","(Evergy)"
"2068","EVRI","(Everi)"
"2069","EVT","(EATON VANCE TAX ADVANTAGED DIVIDEND INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2070","EVTC","(EVERTEC)"
"2071","EVTL","(VERTICAL AEROSPACE LTD. ORDINARY SHARES)"
"2072","EVV","(EATON VANCE LIMITED DURATION INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2073","EW","(Edwards Lifesciences)"
"2074","EWBC","(East West Bancorp)"
"2075","EWCZ","(European Wax Center)"
"2076","EWTX","(Edgewise Therapeutics)"
"2077","EXAI","(EXSCIENTIA PLC AMERICAN DEPOSITARY SHARES)"
"2078","EXAS","(Exact Sciences Corporation)"
"2079","EXC","(Exelon)"
"2080","EXD","(EATON VANCE TAX-MANAGED BUY-WRITE STRATEGY FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2081","EXEL","(Exelixis)"
"2082","EXG","(Eaton Vance Tax-Managed Global Diversified Equity Income Fund)"
"2083","EXK","(Endeavour Silver Corp.)"
"2084","EXLS","(Exlservice)"
"2085","EXN","(EXCELLON RESOURCES INC. COMMON SHARES)"
"2086","EXP","(Eagle Materials)"
"2087","EXPD","(Expeditors)"
"2088","EXPE","(Expedia Group)"
"2089","EXPI","(Exp World)"
"2090","EXPO","(Exponent)"
"2091","EXPR","(Express)"
"2092","EXR","(Extra Space Storage)"
"2093","EXTN","(Exterran Corp)"
"2094","EXTR","(Extreme Networks)"
"2095","EYE","(National Vision Holdings)"
"2096","EYEN","(EYENOVIA INC. COMMON STOCK)"
"2097","EYES","(SECOND SIGHT MEDICAL PRODUCTS INC. COMMON STOCK)"
"2098","EYESW","(SECOND SIGHT MEDICAL PRODUCTS INC. WARRANTS EXPIRING 03/14/2024)"
"2099","EYPT","(EYEPOINT PHARMACEUTICALS INC. COMMON STOCK)"
"2100","EZFL","(EZFILL HOLDINGS INC. COMMON STOCK)"
"2101","EZGO","(EZGO Technologies)"
"2102","EZPW","(Ezcorp)"
"2103","F","(Ford Motor)"
"2104","FA","(First Advantage)"
"2105","FAF","(First American Financial Corporation)"
"2106","FAM","(FIRST TRUST/ABERDEEN GLOBAL OPPORTUNITY INCOME FUND FIRST TRUST/ABERDEEN GLOBAL OPPORTUNITY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2107","FANG","(Diamondback Energy)"
"2108","FANH","(FANHUA INC. AMERICAN DEPOSITARY SHARES)"
"2109","FARM","(Farmer Bros)"
"2110","FARO","(Faro Technologies)"
"2111","FAST","(Fastenal Co)"
"2112","FAT","(FAT BRANDS INC. CLASS A COMMON STOCK)"
"2113","FATBB","(FAT BRANDS INC. CLASS B COMMON STOCK)"
"2114","FATBW","(FAT BRANDS INC. WARRANT)"
"2115","FATE","(Fate Therapeutics)"
"2116","FATH","(FATHOM DIGITAL MANUFACTURING CORPORATION CLASS A COMMON STOCK)"
"2117","FAX","(ABERDEEN ASIA-PACIFIC INCOME FUND INC COMMON STOCK)"
"2118","FBC","(Flagstar Bancorp)"
"2119","FBHS","(Fortune Brands Home & Security)"
"2120","FBIO","(Fortress Biotech)"
"2121","FBIOP","(FORTRESS BIOTECH INC. 9.375% SERIES A CUMULATIVE REDEEMABLE PERPETUAL PREFERRED STOCK)"
"2122","FBIZ","(First Business Financial)"
"2123","FBK","(Fb Financial Corp)"
"2124","FBMS","(First Bancshares)"
"2125","FBNC","(First Bancorp)"
"2126","FBP","(First Bancorp)"
"2127","FBRT","(FRANKLIN BSP REALTY TRUST INC. COMMON STOCK)"
"2128","FBRX","(FORTE BIOSCIENCES INC. COMMON STOCK)"
"2129","FC","(Franklin Covey)"
"2130","FCAP","(First Capital)"
"2131","FCBC","(First Community)"
"2132","FCCO","(First Community)"
"2133","FCEL","(Fuelcell Energy)"
"2134","FCF","(First Commonwealth)"
"2135","FCFS","(FirstCash)"
"2136","FCN","(FTI Consulting)"
"2137","FCNCA","(First Citizens Bancshares)"
"2138","FCNCP","(FIRST CITIZENS BANCSHARES INC. DEPOSITARY SHARES)"
"2139","FCO","(ABERDEEN GLOBAL INCOME FUND INC. COMMON STOCK)"
"2140","FCPT","(Four Corners Property Trust)"
"2141","FCRD","(FIRST EAGLE ALTERNATIVE CAPITAL BDC INC. COMMON STOCK)"
"2142","FCT","(FIRST TRUST SENIOR FLOATING RATE INCOME FUND II COMMON SHARES OF BENEFICIAL INTEREST)"
"2143","FCUV","(FOCUS UNIVERSAL INC. COMMON STOCK)"
"2144","FCX","(Freeport-McMoRan)"
"2145","FDBC","(Fidelity D & D Bancorp)"
"2146","FDEU","(FIRST TRUST DYNAMIC EUROPE EQUITY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2147","FDMT","(4D Molecular Therapeutics)"
"2148","FDP","(Fresh Del Monte Produce)"
"2149","FDS","(Factset Research Systems)"
"2150","FDUS","(FIDUS INVESTMENT CORPORATION COMMON STOCK)"
"2151","FDX","(FedEx Corporation)"
"2152","FE","(FirstEnergy Corp)"
"2153","FEAM","(5E ADVANCED MATERIALS INC. COMMON STOCK)"
"2154","FEDU","(FOUR SEASONS EDUCATION (CAYMAN) INC. AMERICAN DEPOSITARY SHARES EACH ADS REPRESENTING 10 ORDINARY SHARES)"
"2155","FEI","(FIRST TRUST MLP AND ENERGY INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2156","FEIM","(FREQUENCY ELECTRONICS INC. COMMON STOCK)"
"2157","FELE","(Franklin Electric)"
"2158","FEMY","(Femasys)"
"2159","FEN","(FIRST TRUST ENERGY INCOME AND GROWTH FUND)"
"2160","FENC","(Fennec Pharmaceuticals)"
"2161","FENG","(PHOENIX NEW MEDIA LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING 48 CLASS A ORDINARY SHARES.)"
"2162","FEO","(FIRST TRUST/ABERDEEN EMERGING OPPORTUNITY FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2163","FERG","(Ferguson plc)"
"2164","FET","(FORUM ENERGY TECHNOLOGIES INC. COMMON STOCK)"
"2165","FEXD","(FINTECH ECOSYSTEM DEVELOPMENT CORP. CLASS A COMMON STOCK)"
"2166","FEXDR","(FINTECH ECOSYSTEM DEVELOPMENT CORP. RIGHT)"
"2167","FEXDW","(FINTECH ECOSYSTEM DEVELOPMENT CORP. WARRANT)"
"2168","FF","(Futurefuel)"
"2169","FFA","(FIRST TRUST ENHANCED EQUITY INCOME FUND)"
"2170","FFBC","(First Financial Bancorp)"
"2171","FFBW","(FFBW INC. COMMON STOCK (MD))"
"2172","FFC","(FLAHERTY & CRUMRINE PREFERRED AND INCOME SECURITIES FUND INCORPORATED)"
"2173","FFHL","(FUWEI FILMS (HOLDINGS) CO. LTD. ORDINARY SHARES)"
"2174","FFIC","(Flushing Financial)"
"2175","FFIE","(Faraday Future Intelligent Electric Inc. Common Stock)"
"2176","FFIEW","(FARADAY FUTURE INTELLIGENT ELECTRIC INC. WARRANT)"
"2177","FFIN","(First Financial Bankshares)"
"2178","FFIV","(F5 Networks)"
"2179","FFNW","(FIRST FINANCIAL NORTHWEST INC. COMMON STOCK)"
"2180","FFWM","(First Foundation)"
"2181","FGB","(FIRST TRUST SPECIALTY FINANCE AND FINANCIAL OPPORTUNITIES FUND)"
"2182","FGBI","(First Guaranty Bancshares)"
"2183","FGEN","(FibroGen)"
"2184","FGF","(FG FINANCIAL GROUP INC. COMMON STOCK)"
"2185","FGI","(FGI INDUSTRIES LTD. ORDINARY SHARES)"
"2186","FGMC","(FG MERGER CORP. COMMON STOCK)"
"2187","FGMCU","(FG MERGER CORP. UNIT)"
"2188","FGMCW","(FG MERGER CORP. WARRANT)"
"2189","FHB","(First Hawaiian)"
"2190","FHI","(Federated Hermes)"
"2191","FHLT","(FUTURE HEALTH ESG CORP. COMMON STOCK)"
"2192","FHLTU","(FUTURE HEALTH ESG CORP. UNIT)"
"2193","FHLTW","(FUTURE HEALTH ESG CORP. WARRANT)"
"2194","FHN","(FIRST HORIZON NATIONAL CORPORATION)"
"2195","FHN.B","(FIRST HORIZON CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/400TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES B)"
"2196","FHN.C","(FIRST HORIZON CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/400TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES C)"
"2197","FHN.D","(FIRST HORIZON CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/400TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES D)"
"2198","FHN.E","(FIRST HORIZON CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/4000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES E)"
"2199","FHN.F","(FIRST HORIZON CORPORATION DEPOSITARY SHARES EACH REPRESENTING 1/4000TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES F)"
"2200","FHS","(First High-School Education Group Co.)"
"2201","FHTX","(Foghorn Therapeutics)"
"2202","FIBK","(First Interstate Banc)"
"2203","FICO","(Fair Isaac)"
"2204","FICV","(FRONTIER INVESTMENT CORP CLASS A ORDINARY SHARES)"
"2205","FICVU","(FRONTIER INVESTMENT CORP UNITS)"
"2206","FICVW","(FRONTIER INVESTMENT CORP WARRANTS)"
"2207","FIF","(FIRST TRUST ENERGY INFRASTRUCTURE FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2208","FIGS","(FIGS)"
"2209","FINM","(Marlin Technology)"
"2210","FINMU","(MARLIN TECHNOLOGY CORPORATION UNIT)"
"2211","FINMW","(MARLIN TECHNOLOGY CORPORATION WARRANT)"
"2212","FINS","(ANGEL OAK FINANCIAL STRATEGIES INCOME TERM TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"2213","FINV","(FINVOLUTION GROUP AMERICAN DEPOSITARY SHARES)"
"2214","FINW","(FINWISE BANCORP COMMON STOCK)"
"2215","FIS","(Fidelity National Information Services)"
"2216","FISI","(Financial Institutions)"
"2217","FISV","(Fiserv Inc)"
"2218","FITB","(Fifth Third Bancorp)"
"2219","FITBI","(FIFTH THIRD BANCORP DEPOSITARY SHARES)"
"2220","FITBO","(FIFTH THIRD BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH OWNERSHIP INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES K)"
"2221","FITBP","(FIFTH THIRD BANCORP DEPOSITARY SHARES EACH REPRESENTING 1/40TH SHARE OF FIFTH THIRD 6.00% NON-CUMULATIVE PERPETUAL CLASS B PREFERRED STOCK SERIES A)"
"2222","FIVE","(Five Below)"
"2223","FIVN","(Five9)"
"2224","FIX","(Comfort Systems)"
"2225","FIXX","(Homology Medicines)"
"2226","FIZZ","(National Beverage)"
"2227","FKWL","(FRANKLIN WIRELESS CORP. COMMON STOCK)"
"2228","FL","(Foot Locker Inc)"
"2229","FLC","(FLAHERTY & CRUMRINE TOTAL RETURN FUND INC COMMON STOCK)"
"2230","FLEX","(Flex Ltd)"
"2231","FLGC","(FLORA GROWTH CORP. COMMON STOCK)"
"2232","FLGT","(Fulgent Genetics)"
"2233","FLIC","(First Of Long Island)"
"2234","FLL","(FULL HOUSE RESORTS INC. COMMON STOCK)"
"2235","FLNG","(FLEX LNG Ltd. Ordinary Shares)"
"2236","FLNT","(Fluent)"
"2237","FLO","(Flowers Foods)"
"2238","FLR","(Fluor)"
"2239","FLS","(Flowserve Corporation)"
"2240","FLT","(FleetCor Technologies Inc)"
"2241","FLUX","(FLUX POWER HOLDINGS INC. COMMON STOCK)"
"2242","FLWS","(1-800 Flowers.Com)"
"2243","FLXS","(FLEXSTEEL INDUSTRIES INC. COMMON STOCK)"
"2244","FLYW","(Flywire)"
"2245","FMAO","(Farmers & Merchants Bancorp)"
"2246","FMBH","(First Mid Bancshares)"
"2247","FMC","(FMC Corporation)"
"2248","FMIV","(FORUM MERGER IV CORPORATION CLASS A COMMON STOCK)"
"2249","FMIVU","(FORUM MERGER IV CORPORATION UNIT)"
"2250","FMIVW","(FORUM MERGER IV CORPORATION WARRANT)"
"2251","FMN","(FEDERATED HERMES PREMIER MUNICIPAL INCOME FUND)"
"2252","FMNB","(Farmers National Banc)"
"2253","FMS","(Fresenius Medical Care AG & Co. KGaA)"
"2254","FMTX","(Forma Therapeutics)"
"2255","FMX","(FOMENTO ECONOMICO MEXICANO S.A.B. DE C.V. COMMON STOCK)"
"2256","FMY","(FIRST TRUST MOTGAGE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2257","FN","(Fabrinet)"
"2258","FNA","(PARAGON 28 INC. COMMON STOCK)"
"2259","FNB","(F.N.B. Corporation)"
"2260","FNB.E","(F.N.B. CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF FIXED-TO-FLOATING RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES E)"
"2261","FNCB","(Fncb Bancorp)"
"2262","FNCH","(Finch Therapeutics Group)"
"2263","FND","(Floor & Decor Holdings)"
"2264","FNF","(Fidelity National Financial)"
"2265","FNGR","(FINGERMOTION INC. COMMON STOCK)"
"2266","FNHC","(Federated National)"
"2267","FNKO","(Funko)"
"2268","FNLC","(First Bancorp)"
"2269","FNV","(Franco-Nevada Corporation)"
"2270","FNWB","(First Northwest Bancorp)"
"2271","FNWD","(FINWARD BANCORP COMMON STOCK)"
"2272","FOA","(FINANCE OF AMERICA COMPANIES INC. CLASS A COMMON STOCK)"
"2273","FOCS","(Focus Financial Partners)"
"2274","FOF","(COHEN & STEERS CLOSED-END OPPORTUNITY FUND INC. COMMON STOCK)"
"2275","FOLD","(Amicus Therapeutics)"
"2276","FONR","(Fonar)"
"2277","FOR","(Forestar Group)"
"2278","FORA","(FORIAN INC. COMMON STOCK)"
"2279","FORD","(FORWARD INDUSTRIES INC. COMMON STOCK)"
"2280","FORM","(FormFactor)"
"2281","FORR","(Forrester Research)"
"2282","FORTY","(FORMULA SYSTEMS (1985) LTD. AMERICAN DEPOSITARY SHARES)"
"2283","FOSL","(FOSSIL GROUP)"
"2284","FOUR","(Shift4 Payments)"
"2285","FOX","(Twenty-First Century Fox Class B)"
"2286","FOXA","(Twenty-First Century Fox Class A)"
"2287","FOXF","(Fox Factory Holding)"
"2288","FPAY","(FLEXSHOPPER INC. COMMON STOCK)"
"2289","FPF","(FIRST TRUST INTERMEDIATE DURATION PREFERRED & INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2290","FPI","(Farmland Partners)"
"2291","FPL","(FIRST TRUST NEW OPPORTUNITIES MLP & ENERGY FUND)"
"2292","FR","(First Industrial Realty Trust)"
"2293","FRA","(BLACKROCK FLOATING RATE INCOME STRATEGIES FUND INC COMMON STOCK)"
"2294","FRAF","(Franklin Finl Svcs Corp)"
"2295","FRBA","(First Bank Williamstown)"
"2296","FRBK","(Republic First Bancorp)"
"2297","FRC","(First Republic Bank)"
"2298","FRD","(FRIEDMAN INDUSTRIES INC. COMMON STOCK)"
"2299","FREE","(WHOLE EARTH BRANDS INC. CLASS A COMMON STOCK)"
"2300","FREEW","(WHOLE EARTH BRANDS INC. WARRANT)"
"2301","FREQ","(Frequency Therapeutics)"
"2302","FREY","(FREYR Battery)"
"2303","FRG","(Franchise Group)"
"2304","FRGE","(Forge Global)"
"2305","FRGI","(Fiesta Restaurant Group)"
"2306","FRGT","(FREIGHT TECHNOLOGIES INC. ORDINARY SHARES)"
"2307","FRHC","(Freedom Holding Corp.)"
"2308","FRME","(First Merchants)"
"2309","FRMEP","(FIRST MERCHANTS CORPORATION DEPOSITORY SHARES)"
"2310","FRO","(Frontline)"
"2311","FROG","(JFrog)"
"2312","FRPH","(Frp)"
"2313","FRPT","(Freshpet)"
"2314","FRSG","(FIRST RESERVE SUSTAINABLE GROWTH CORP. CLASS A COMMON STOCK)"
"2315","FRSH","(Freshworks Inc. Class A Common Stock)"
"2316","FRST","(PRIMIS FINANCIAL CORP. COMMON STOCK)"
"2317","FRSX","(FORESIGHT AUTONOMOUS HOLDINGS LTD. AMERICAN DEPOSITARY SHARES)"
"2318","FRT","(Federal Realty Investment Trust)"
"2319","FSBC","(Five Star Bancorp)"
"2320","FSBW","(Fs Bancorp)"
"2321","FSD","(FIRST TRUST HIGH INCOME LONG SHORT FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"2322","FSEA","(FIRST SEACOAST BANCORP COMMON STOCK)"
"2323","FSFG","(First Savings Financial)"
"2324","FSI","(FLEXIBLE SOLUTIONS INTERNATIONAL INC. COMMON STOCK (CDA))"
"2325","FSLR","(FIRST SOLAR)"
"2326","FSLY","(Fastly)"
"2327","FSM","(FORTUNA Silver Mines Inc.)"
"2328","FSP","(Franklin Street Pptys)"
"2329","FSR","(Fisker Inc.)"
"2330","FSRD","(FAST RADIUS INC. CLASS A COMMON STOCK)"
"2331","FSRDW","(FAST RADIUS INC. WARRANTS)"
"2332","FSS","(Federal Signal)"
"2333","FSSI","(Fortistar Sustainable Solutions)"
"2334","FSSIU","(FORTISTAR SUSTAINABLE SOLUTIONS CORP. UNIT)"
"2335","FSSIW","(FORTISTAR SUSTAINABLE SOLUTIONS CORP. WARRANT)"
"2336","FSTR","(Lb Foster)"
"2337","FSTX","(F-STAR THERAPEUTICS INC. COMMON STOCK)"
"2338","FSV","(FirstService Corporation Common Shares)"
"2339","FT","(FRANKLIN UNIVERSAL TRUST COMMON STOCK)"
"2340","FTAI","(Fortress Transportation and Infrastructure Investors LLC)"
"2341","FTCH","(Farfetch Limited)"
"2342","FTCI","(FTC Solar)"
"2343","FTDR","(frontdoor)"
"2344","FTEK","(FUEL TECH INC. COMMON STOCK)"
"2345","FTF","(FRANKLIN LIMITED DURATION INCOME TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"2346","FTFT","(FUTURE FINTECH GROUP INC. COMMON STOCK)"
"2347","FTHM","(Fathom Holdings)"
"2348","FTHY","(FIRST TRUST HIGH YIELD OPPORTUNITIES 2027 TERM FUND COMMON STOCK)"
"2349","FTI","(TechnipFMC)"
"2350","FTK","(FLOTEK INDUSTRIES INC. COMMON STOCK)"
"2351","FTNT","(Fortinet)"
"2352","FTRP","(FIELD TRIP HEALTH LTD. COMMON SHARES)"
"2353","FTS","(Fortis)"
"2354","FTV","(Fortive Corp)"
"2355","FUL","(H.B. Fuller Company)"
"2356","FULC","(Fulcrum Therapeutics)"
"2357","FULT","(Fulton Financial)"
"2358","FULTP","(FULTON FINANCIAL CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF FIXED RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES A)"
"2359","FUN","(Cedar Fair L.P.)"
"2360","FUNC","(First United)"
"2361","FUND","(SPROTT FOCUS TRUST INC. COMMON STOCK)"
"2362","FURY","(FURY GOLD MINES LIMITED COMMON SHARES)"
"2363","FUSB","(FIRST US BANCSHARES INC. COMMON STOCK)"
"2364","FUSN","(Fusion Pharmaceuticals)"
"2365","FUTU","(Futu Holdings Limited)"
"2366","FVCB","(Fvcbankcorp)"
"2367","FVRR","(Fiverr International Ltd.)"
"2368","FWBI","(FIRST WAVE BIOPHARMA INC. COMMON STOCK)"
"2369","FWONA","(Formula One Group)"
"2370","FWONK","(Formula One Group)"
"2371","FWP","(FORWARD PHARMA A/S AMERICAN DEPOSITARY SHARES)"
